cin,cout,title,deweyClass
"2011-03-28 14:12:00","2011-01-30 17:36:00","Artificial intelligence a modern approach",006.3
"2011-04-07 15:27:00","2011-02-11 12:38:00","Artificial intelligence",006.3
"2011-04-14 07:35:00","2011-03-09 09:22:00","Mind tools the science of artificial intelligence",006.3
"2011-04-17 16:55:00","2011-02-25 17:31:00","Machines who think a personal inquiry into the history and prospects of artificial intelligence",001.53909
"2011-04-27 12:49:00","2009-08-23 16:45:00","Artificial intelligence theory logic and application",006.3
"2011-04-27 12:52:00","2010-07-12 10:46:00","Artificial intelligence",006.3
"2011-04-27 13:17:00","2010-03-30 13:33:00","Artificial intelligence",006.3
"2011-04-28 12:23:00","2011-02-11 12:38:00","Artificial intelligence",006.3
"2011-05-02 16:24:00","2011-03-30 17:42:00","Artificial intelligence a modern approach",006.3
"2011-05-03 12:18:00","2011-03-30 17:42:00","Artificial intelligence a modern approach",006.3
"2011-05-11 11:20:00","2011-04-22 14:15:00","Artificial intelligence",006.3
"2011-05-14 13:57:00","2011-04-28 10:42:00","Artificial intelligence",006.3
"2011-05-14 13:57:00","2011-04-28 10:42:00","Artificial intelligence",006.3
"2011-05-14 13:57:00","2011-04-28 10:42:00","Artificial intelligence theory logic and application",006.3
"2011-05-14 14:00:00","2011-04-29 10:32:00","Artificial intelligence",006.3
"2011-05-21 16:25:00","2011-05-17 18:40:00","Artificial intelligence",006.3
"2011-05-27 13:03:00","2011-05-15 16:44:00","Artificial intelligence",006.3
"2011-06-14 18:57:00","2011-05-24 16:57:00","Artificial intelligence",006.3
"2011-06-17 15:29:00","2011-05-23 15:20:00","Machines who think a personal inquiry into the history and prospects of artificial intelligence",001.53909
"2011-06-29 15:22:00","2011-06-27 11:45:00","Artificial intelligence",006.3
"2011-07-05 13:31:00","2011-04-28 10:42:00","Artificial intelligence theory logic and application",006.3
"2011-07-05 13:32:00","2011-01-26 16:22:00","Crash course in artificial intelligence and expert systems",006.3
"2011-07-05 17:07:00","2011-07-05 17:02:00","Crash course in artificial intelligence and expert systems",006.3
"2011-07-05 17:07:00","2011-07-05 17:02:00","Artificial intelligence theory logic and application",006.3
"2011-08-09 19:42:00","2011-07-17 17:39:00","Artificial intelligence",006.3
"2011-08-13 12:06:00","2007-07-09 15:40:00","Heuristic reasoning about uncertainty an artificial intelligence approach",001.539
"2011-08-17 13:42:00","2011-07-12 13:59:00","Artificial intelligence a modern approach",006.3
"2011-08-19 14:49:00","2011-07-12 13:59:00","Artificial intelligence a modern approach",006.3
"2011-09-17 11:05:00","2011-08-25 19:47:00","Artificial intelligence a modern approach",006.3
"2011-11-03 12:47:00","2011-10-21 13:09:00","Artificial intelligence",006.3
"2011-11-12 13:28:00","2011-09-17 13:28:00","Artificial intelligence",006.3
"2011-12-27 13:39:00","2011-12-03 14:59:00","Artificial intelligence a modern approach",006.3
"2011-12-27 15:34:00","2011-11-10 10:12:00","Artificial intelligence",006.3
"2011-12-29 18:31:00","2011-12-12 18:43:00","Crash course in artificial intelligence and expert systems",006.3
"2011-12-29 18:31:00","2011-12-12 18:43:00","Artificial intelligence the very idea",006.3
"2011-12-29 18:34:00","2011-12-12 18:43:00","Introduction to artificial intelligence",006.3
"2012-01-04 15:54:00","2011-11-25 11:42:00","Artificial intelligence",006.3
"2012-01-13 12:30:00","2012-01-13 11:26:00","Artificial intelligence a modern approach",006.3
"2012-02-08 10:34:00","2012-01-25 10:39:00","Artificial intelligence a modern approach",006.3
"2012-04-30 15:16:00","2012-04-08 16:59:00","Artificial intelligence a modern approach",006.3
"2012-05-26 14:35:00","2012-03-27 14:55:00","Artificial intelligence",006.3
"2012-06-18 16:01:00","2012-04-08 16:59:00","Artificial intelligence a modern approach",006.3
"2012-07-26 16:55:00","2012-07-05 19:51:00","Artificial intelligence a modern approach",006.3
"2012-07-31 10:34:00","2012-07-11 15:01:00","Artificial intelligence the very idea",006.3
"2012-07-31 10:34:00","2012-07-11 15:01:00","introduction to artificial intelligence can computers think",001.535
"2012-08-02 12:36:00","2012-06-29 12:47:00","Artificial intelligence",006.3
"2012-08-02 12:36:00","2012-06-29 12:47:00","Artificial intelligence",006.3
"2012-08-16 19:17:00","2012-06-29 12:47:00","Artificial intelligence",006.3
"2012-08-18 17:44:00","2012-07-31 10:35:00","Artificial intelligence the very idea",006.3
"2012-08-18 17:44:00","2012-07-31 10:35:00","introduction to artificial intelligence can computers think",001.535
"2012-08-24 17:09:00","2012-08-17 17:31:00","Artificial intelligence",006.3
"2012-09-04 15:05:00","2012-08-10 16:33:00","Artificial intelligence a modern approach",006.3
"2012-10-15 19:19:00","2012-10-02 19:05:00","Artificial intelligence",006.3
"2012-10-15 19:22:00","2012-10-02 19:05:00","Artificial intelligence",006.3
"2012-11-06 17:45:00","2012-10-29 15:16:00","Crash course in artificial intelligence and expert systems",006.3
"2012-11-13 19:56:00","2012-10-17 18:01:00","Artificial intelligence",006.3
"2012-11-20 12:08:00","2012-09-10 16:06:00","Artificial intelligence a modern approach",006.3
"2012-11-24 12:18:00","2012-11-16 17:44:00","Artificial intelligence",006.3
"2012-11-25 15:44:00","2012-11-20 19:00:00","Artificial intelligence a modern approach",006.3
"2012-11-28 10:39:00","2012-11-23 12:25:00","Artificial intelligence the very idea",006.3
"2012-11-28 10:39:00","2012-11-18 14:36:00","Artificial intelligence",006.3
"2012-11-28 10:39:00","2012-11-23 12:25:00","introduction to artificial intelligence can computers think",001.535
"2012-11-28 10:39:00","2012-11-18 14:36:00","Artificial intelligence",006.3
"2013-01-19 16:14:00","2013-01-07 17:05:00","Artificial intelligence",006.3
"2013-01-31 15:25:00","2012-12-16 14:17:00","Artificial intelligence",006.3
"2013-03-20 20:26:00","2013-02-04 18:13:00","Artificial intelligence the very idea",006.3
"2013-03-20 20:27:00","2013-02-04 18:13:00","Artificial intelligence",006.3
