title,Dewey,Counts,Average,Standard Dev,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,0.59,5,0.416666667,0.792961461,2,1,2,0,0,0,0,0,0,0,0,0
Muffins sixty sweet and savory recipes from old favorites to new,0.815,5,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Prazdnichnoe ukrashenie bliud,0.568,5,0.416666667,1.164500153,0,0,0,1,4,0,0,0,0,0,0,0
Fatana,0.87409,5,0.416666667,0.900336637,0,0,0,0,0,0,0,0,0,3,1,1
American gastronomy an illustrated portfolio of recipes and culinary history,0,5,0.416666667,0.514928651,0,1,0,0,1,1,0,0,0,1,0,1
One pot Sunday suppers,0.821,5,0.416666667,1.443375673,5,0,0,0,0,0,0,0,0,0,0,0
Chef Ronaldos sabores de Cuba diabetes friendly traditional and nuevo cubano cuisine,0.59729,5,0.416666667,1.443375673,0,0,0,0,0,0,0,0,0,0,0,5
Norman Rockwell illustrated cookbook classic American recipes,0.5973,5,0.416666667,0.792961461,2,0,0,2,1,0,0,0,0,0,0,0
Vietnamese cookery,0.59,5,0.333333333,0.492365964,0,0,1,0,1,0,1,0,1,0,0,0
Mr Food simply chocolate,0.6374,5,0.333333333,0.492365964,0,0,0,1,1,0,1,1,0,0,0,0
Grandmother in the kitchen a cooks tour of American household recipes from the early 1800s to the late 1890s,0,5,0.416666667,0.668557923,0,0,0,0,0,0,0,2,1,1,1,0
Ethan Stowells new Italian kitchen bold cooking from Seattles Anchovies Olives how to Cook a Wolf Staple Fancy Mercantile and TavolÃƒÂ ta,0.5945,5,0.416666667,1.443375673,0,0,0,0,0,0,0,0,0,0,0,5
Cupcakes,0.8653,5,0.416666667,1.164500153,0,0,0,0,0,0,4,1,0,0,0,0
Mga lutuing Pilipino ni Aling Charing,0.5959,5,0.416666667,1.443375673,5,0,0,0,0,0,0,0,0,0,0,0
Amrut swad Health recipe book in Gujarati,0.5,5,0.333333333,0.778498944,2,0,2,0,0,0,0,0,0,0,0,0
Chicken breasts 116 new and classic recipes for the fairest part of the fowl,0.665,5,0.416666667,0.900336637,3,1,1,0,0,0,0,0,0,0,0,0
market notebook,0.3,5,0.333333333,0.887625365,1,0,3,0,0,0,0,0,0,0,0,0
Mediterranean harvest,0.59182,5,0.416666667,0.900336637,0,3,1,1,0,0,0,0,0,0,0,0
Honey recipes,0.38,5,0.416666667,0.792961461,0,0,2,2,1,0,0,0,0,0,0,0
Discovering Basilicata alla scoperta della Basilicata an historical collection of Italian recipes from the region,0.59457,5,0.416666667,0.900336637,1,3,0,1,0,0,0,0,0,0,0,0
Shellfish,0.694,5,0.416666667,0.792961461,0,2,1,2,0,0,0,0,0,0,0,0
UCSD healthy diet for diabetes a comprehensive nutritional guide and cookbook,0.56314,5,0.333333333,0.778498944,0,0,2,0,2,0,0,0,0,0,0,0
Allergy cooking a guide with menus and recipes,0.56,5,0.333333333,0.651338947,0,0,2,0,1,1,0,0,0,0,0,0
Wild foods of the desert cookbook,0.65,5,0.25,0.452267017,1,0,1,1,0,0,0,0,0,0,0,0
Northwest wine winegrowing alchemy along the Pacific ring of fire,0.22097,5,0.416666667,0.668557923,1,0,1,0,1,0,2,0,0,0,0,0
Seafood restaurant operations,0.692,5,0.416666667,1.164500153,0,0,0,4,1,0,0,0,0,0,0,0
Womans day cookbook,0.5,5,0.416666667,1.443375673,5,0,0,0,0,0,0,0,0,0,0,0
Venison,0.91,5,0.333333333,0.651338947,0,0,2,0,1,1,0,0,0,0,0,0
Dan zhong you wei xian dai ren di su shi shi pu,0.65,5,0.416666667,1.443375673,5,0,0,0,0,0,0,0,0,0,0,0
Bliuda dlia povysheniia immuniteta zlakovaia kulinariia,0.631,5,0.416666667,1.443375673,0,0,0,0,0,0,0,0,0,5,0,0
Eastern European cookbook,0.59,5,0.416666667,0.514928651,0,1,0,1,1,0,1,0,0,1,0,0
,0.69,5,0.416666667,0.792961461,2,2,1,0,0,0,0,0,0,0,0,0
sauce bible a guide to the sauciers craft,0.814,5,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Bartending the course,0.87,5,0.416666667,1.443375673,5,0,0,0,0,0,0,0,0,0,0,0
Diabetic cook book,0.56314,5,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
Vegetarian delights,0.5636,5,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
healthy pressure cooker cookbook nourishing meals made fast,0.587,5,0.416666667,1.443375673,0,0,0,0,0,0,0,0,0,0,0,5
great American sampler cookbook recipes from the White House Congress,0.5973,5,0.416666667,0.900336637,1,3,0,0,0,0,0,0,1,0,0,0
Spanish dishes from the old clay pot olla podrida,0.5946,5,0.416666667,0.99620492,0,0,3,2,0,0,0,0,0,0,0,0
Soup fish bread rice etc,0.5,5,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
intermediate eaters Seattle cookbook,0.5,5,0.416666667,1.164500153,0,0,4,0,0,1,0,0,0,0,0,0
El arte de la cocina mexicana cocina tradicional para aficionados,0.5972,5,0.416666667,0.900336637,0,0,0,0,0,3,1,1,0,0,0,0
Hibachi cookery in the American manner Japanese American cookbook,0.59,5,0.333333333,0.651338947,0,0,0,0,0,0,2,0,0,1,0,1
art of Belgian cooking,0.59,5,0.333333333,0.651338947,0,2,0,1,1,0,0,0,0,0,0,0
Ensaladas como entradas o platillo principal,0.83,5,0.416666667,1.164500153,4,1,0,0,0,0,0,0,0,0,0,0
parilla the Mexican grill,0.5784,5,0.416666667,0.792961461,2,1,2,0,0,0,0,0,0,0,0,0
Sunny side up diet cooking the hospital way,0.563,5,0.416666667,0.900336637,0,0,0,3,1,1,0,0,0,0,0,0
Cafe Beaujolais,0.50979,5,0.333333333,0.492365964,1,0,1,1,0,1,0,0,0,0,0,0
Food processor cooking naturally,0.589,5,0.333333333,0.651338947,0,0,0,1,2,1,0,0,0,0,0,0
Mist Grill rustic cooking from Vermont,0.50974,5,0.333333333,0.492365964,1,1,1,0,0,1,0,0,0,0,0,0
SÃ‚Â ndwiches,0.84,5,0.416666667,1.164500153,0,1,4,0,0,0,0,0,0,0,0,0
Lasagne,0.822,5,0.333333333,0.887625365,1,0,0,3,0,0,0,0,0,0,0,0
Who wants seconds sociable suppers for vegans omnivores everyone in between,0.59,5,0.416666667,1.443375673,0,0,0,0,0,0,0,0,5,0,0,0
Like grandma used to make a treasury of fondly remembered dishes,0.5973,5,0.416666667,0.792961461,2,0,1,2,0,0,0,0,0,0,0,0
PMS over 100 recipes for overcoming premenstrual syndrome,0.563,5,0.416666667,0.668557923,1,1,2,1,0,0,0,0,0,0,0,0
When meals were meals,0,5,0.416666667,0.668557923,2,1,1,0,0,1,0,0,0,0,0,0
top one hundred coffee recipes a cookbook for coffee drinkers,0.3373,5,0.416666667,0.99620492,3,2,0,0,0,0,0,0,0,0,0,0
Aunt Sammys radio recipes,0,5,0.416666667,0.514928651,0,1,0,1,1,0,0,0,1,0,0,1
,0.675,5,0.416666667,0.99620492,3,2,0,0,0,0,0,0,0,0,0,0
Bakers chocolate and coconut favorites,0.86,5,0.416666667,0.668557923,1,0,1,2,1,0,0,0,0,0,0,0
Simple fare rediscovering the pleasures of real food,0.5,5,0.416666667,0.792961461,2,2,1,0,0,0,0,0,0,0,0,0
Good old food a taste from the past,0.5,5,0.333333333,0.651338947,0,0,2,1,1,0,0,0,0,0,0,0
Phuong phÃ‚Â p che bien 999 mÃ‚Â¢n an Ã‚Âµ Ã‚Â¶u,0.5,5,0.416666667,1.164500153,0,0,0,0,0,0,0,0,0,0,4,1
Mens guide to bread machine baking making pizza bagels beer bread sourdough and over 100 other great breads with your bread machine,0.815,5,0.416666667,1.443375673,5,0,0,0,0,0,0,0,0,0,0,0
Cooking Texas style a heritage of traditional recipes,0.5,5,0.333333333,0.651338947,0,1,2,0,1,0,0,0,0,0,0,0
taste of Switzerland,0.59494,5,0.416666667,0.792961461,2,0,2,1,0,0,0,0,0,0,0,0
Cookiemania 100 irresistible recipes for cookiemaniacs,0.8654,5,0.333333333,0.651338947,1,2,0,1,0,0,0,0,0,0,0,0
Preventions low fat Italian favorites,0.5638,5,0.416666667,0.99620492,3,2,0,0,0,0,0,0,0,0,0,0
American cooking the great West,0,4,0.333333333,0.778498944,0,2,0,2,0,0,0,0,0,0,0,0
outdoor picture cookbook,0.578,4,0.25,0.866025404,0,0,0,3,0,0,0,0,0,0,0,0
Mga lutong bahay,0.5959,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
diabetic cookbook,0.5638,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Cocina 50 anos de experiencias 1500 recetas de Bien del Hogar probadas y premiadas,0.5985,4,0.166666667,0.389249472,0,1,1,0,0,0,0,0,0,0,0,0
Recipes and people of a Northwest neighborhood,0.59797,4,0.333333333,0.887625365,0,0,0,0,0,0,0,1,0,3,0,0
herbal palate cookbook,0.657,4,0.166666667,0.389249472,1,0,0,0,1,0,0,0,0,0,0,0
Bradley Ogdens breakfast lunch dinner,0.5973,4,0.166666667,0.389249472,1,0,1,0,0,0,0,0,0,0,0,0
Lebanese cooking streamlined,0.59,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Russkaia povarennaia kniga po izdaniiu 1880 g,0.5947,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
integrated cookbook or The soul of good cooking,0,4,0.166666667,0.389249472,0,0,1,0,0,0,0,0,0,1,0,0
Dictionary of cuisine,0.03,4,0.333333333,0.778498944,2,0,2,0,0,0,0,0,0,0,0,0
Cook your meals the lazy way,0.555,4,0.333333333,0.887625365,3,0,1,0,0,0,0,0,0,0,0,0
Pierre HermÃƒÂ© xie gei ni de Fa shi dian xin shu Le livre des fours secs et moelleux de Pierre HermÃƒÂ©,0.8659,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Pit ili ne pit pit napitki zdorobia,0.87,4,0.333333333,0.492365964,1,0,0,0,1,1,0,0,0,1,0,0
Hoa Huong cÃ‚Â c mon an TÃ¢Â€Â¦u Viet tÃ†Â’y Vietnamese English Chinese cookbook sÃ‚Â ch gia chÃ‚Â nh tu hoc bang hon 500 hÃ‚Ânh anh,0.5,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
little meat goes a long way 200 kitchen tested salt free recipes that prove you can cut down on meat without sacrificing flavor or nutrition,0.66,4,0.333333333,0.778498944,0,2,0,2,0,0,0,0,0,0,0,0
smÃ¢Â€ÂrgÃ¢Â€Â sbord cookbook over 200 new recipes,0.59,4,0.25,0.621581561,0,0,0,2,1,0,0,0,0,0,0,0
bake sale cookbook quintessential American desserts,0.86,4,0.333333333,0.887625365,1,3,0,0,0,0,0,0,0,0,0,0
From the farmers market wonderful things to do with fresh from the farm food with recipes and recollections from farm kitchens,0.5973,4,0.333333333,0.887625365,3,0,0,0,1,0,0,0,0,0,0,0
Fondue chafing dish and casserole cookery,0.58,4,0.25,0.452267017,0,1,1,0,0,1,0,0,0,0,0,0
Goddess in the kitchen 201 heavenly recipes spirited stories saucy secrets,0.5,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
big book of brewing,0.873,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
wooden spoon dessert book the best you ever ate,0.86,4,0.333333333,0.778498944,0,2,2,0,0,0,0,0,0,0,0,0
enlightened gourmet exciting new recipes for the health conscious cook,0.5,4,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
Cooking from the gourmets garden edible ornamentals herbs and flowers,0.5,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
Hao du hao chi de cao mei,0.3475,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,4,0,0,0
Nuestras recetas de siempre mÃ‚Â s de 120 recetas,0.59895,4,0.333333333,0.887625365,0,0,0,0,0,0,0,0,0,0,3,1
Magic in the kitchen,0.5092,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Roasting,0.7,4,0.25,0.621581561,0,1,2,0,0,0,0,0,0,0,0,0
Fifty ways to cook most everything 2500 creative solutions to the daily dilemma of what to cook,0.555,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
Charmaine Solomons Thai cookbook,0.59593,4,0.333333333,0.887625365,3,0,1,0,0,0,0,0,0,0,0,0
bride groom first and forever cookbook,0.5,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,4,0,0
Cooking up U S history recipes and research to share with children,0.5973,4,0.083333333,0.288675135,0,1,0,0,0,0,0,0,0,0,0,0
Hot mess kitchen recipes for your delicious disastrous life,0.5,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Microwaves in the food processing industry,0.5882,4,0.25,0.452267017,1,0,1,0,0,0,0,0,0,0,1,0
cooks book of indispensable ideas a kitchen sourcebook,0.5,4,0.333333333,0.651338947,0,0,1,2,1,0,0,0,0,0,0,0
100% pleasure from appetizers to desserts the low fat cookbook for people who love to eat,0.5638,4,0.333333333,0.651338947,0,2,1,0,0,1,0,0,0,0,0,0
Shoalwaters finest dinners cooking for wine,0.50979,4,0.25,0.621581561,0,0,2,0,0,1,0,0,0,0,0,0
Recetas de cocina con conteo de calorÃ‚Â¡as cÃ‚Â¢mo combinar el menÃ‚Â£ para controlar su dieta,0.563,4,0.333333333,0.492365964,0,1,0,1,0,1,1,0,0,0,0,0
Redbooks Wise womans diet and exercise book,0.56,4,0.333333333,0.651338947,0,0,0,0,1,1,0,2,0,0,0,0
Kimikos world,0.5952,4,0.25,0.621581561,0,2,1,0,0,0,0,0,0,0,0,0
,0.5882,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
microwave freezer,0.58821,4,0.333333333,0.651338947,1,1,2,0,0,0,0,0,0,0,0,0
ÃƒÂ€ La MÃƒÂ¨re de Famille recipes fromt the beloved Parisian confectioner,0.86,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Qu shi yang shen shi yang jiang liao li di 1 ben jie he zhong xi yidi wen peng tiao shi jian jia gong tong da zao nÃƒÂ¼ xing cong qing chun qi cheng nian qi ren shen qi dao geng nian qi de chuan jia bao dian,0.6383,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
winemasters,0.22094,4,0.166666667,0.577350269,0,0,2,0,0,0,0,0,0,0,0,0
Xi shuo Zhongguo chi fa,0.013,4,0.083333333,0.288675135,0,0,1,0,0,0,0,0,0,0,0,0
Cooking is cool heat free recipes for kids to cook,0.79,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
In Madeleines kitchen,0.5944,4,0.25,0.621581561,0,0,0,0,0,2,0,1,0,0,0,0
Salmon cookbook,0.39,4,0.25,0.621581561,1,2,0,0,0,0,0,0,0,0,0,0
Favorite recipes for salads,0.83,4,0.25,0.866025404,0,0,0,0,3,0,0,0,0,0,0,0
Classic cakes tempting tortes,0.8653,4,0.333333333,0.492365964,0,1,1,0,1,0,1,0,0,0,0,0
Eating well with the food guide pyramid,0.563,4,0.166666667,0.389249472,0,1,0,1,0,0,0,0,0,0,0,0
Huong vi mien yÃ‹Â†u thuong,0.59597,4,0.333333333,0.887625365,0,0,0,0,0,0,0,0,0,0,3,1
Gulf coast fish a cookbook,0.692,4,0.25,0.452267017,1,1,1,0,0,0,0,0,0,0,0,0
sano deleite de la cocina vegetariana,0.5636,4,0.333333333,0.887625365,0,0,0,0,0,1,3,0,0,0,0,0
art of Greek cookery based on The Grecian gourmet,0.59495,4,0.333333333,0.651338947,2,1,0,1,0,0,0,0,0,0,0,0
Texas the beautiful cookbook,0.59764,4,0.25,0.452267017,0,0,0,0,1,1,0,0,0,0,1,0
How to cake it a cakebook,0.86539,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Evening food Cafe Beaujolais,0.54,4,0.25,0.452267017,1,0,1,0,0,1,0,0,0,0,0,0
How to brew everything you need to know to brew beer right the first time,0.873,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
mejor de la cocina Mexicana,0.5972,4,0.333333333,0.651338947,1,1,2,0,0,0,0,0,0,0,0,0
Cook it light classics,0.5638,4,0.333333333,0.887625365,0,0,0,1,3,0,0,0,0,0,0,0
Buckeye cookbook traditional American recipes as published by the Buckeye Publishing Company in 1883,0.5973,4,0.25,0.621581561,2,0,0,1,0,0,0,0,0,0,0,0
Lulus ProvenÃƒÂ§al table,0.59449,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Bilingual recipes recetas bilingÃ‚Âes,0.598,4,0.25,0.621581561,1,0,2,0,0,0,0,0,0,0,0,0
carrot cookbook,0.6513,4,0.333333333,0.492365964,1,0,0,0,1,1,1,0,0,0,0,0
Mushrooms wild tamed over 100 tantalizing international recipes,0.658,4,0.333333333,1.154700538,0,0,4,0,0,0,0,0,0,0,0,0
Christmas baking traditional recipes made easy,0.865,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
McGraw Hill encyclopedia of food agriculture nutrition,0.03,4,0.333333333,0.887625365,0,1,0,0,3,0,0,0,0,0,0,0
Fun figures cute character cake toppers for all occasions,0.86539,4,0.333333333,0.651338947,0,0,0,0,0,0,0,0,0,1,1,2
Best recipes of the great food companies,0.5,4,0.333333333,0.651338947,2,1,0,1,0,0,0,0,0,0,0,0
Onions a country garden cookbook,0.6525,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Books my food literary quotations and original recipes for every day in the year,0.5,4,0.25,0.621581561,1,0,0,0,0,0,2,0,0,0,0,0
Soviet posters the Sergo Grigorian collection,0.67409,4,0.25,0.866025404,0,3,0,0,0,0,0,0,0,0,0,0
New cooking from the Old West,0.5978,4,0.25,0.866025404,0,0,3,0,0,0,0,0,0,0,0,0
Recipes 1 2 3 menu cookbook morning noon and night,0.555,4,0.333333333,0.778498944,0,2,2,0,0,0,0,0,0,0,0,0
,0.59,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
MÃ‚Â¢n ngon bo duong cho nguoi cao tuoi,0.59597,4,0.333333333,0.778498944,0,0,0,0,0,0,0,0,0,2,2,0
berry cookbook,0.647,4,0.333333333,0.651338947,0,0,2,1,1,0,0,0,0,0,0,0
Anniversary Slovak American cook book,0.59291,4,0.333333333,0.887625365,0,3,0,1,0,0,0,0,0,0,0,0
encyclopedia of American food and drink,0.5973,4,0.333333333,0.651338947,0,0,0,0,0,0,0,0,1,1,2,0
Cooking the Lebanese way,0.59569,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
Food in good season,0.5,4,0.25,0.452267017,0,0,1,1,1,0,0,0,0,0,0,0
Cooking on your knees a gourmet guide to cooking afloat on any size boat,0.5753,4,0.333333333,0.492365964,1,0,1,0,1,1,0,0,0,0,0,0
Practical cookery and the etiquette and service of the table a compilation of principles of cookery and recipes with suggestions for etiquette for various occasions,0,4,0.25,0.621581561,0,0,0,2,1,0,0,0,0,0,0,0
Peppers a cookbook,0.65643,4,0.333333333,0.778498944,2,0,0,0,0,0,2,0,0,0,0,0
American cooking the melting pot,0,4,0.333333333,0.778498944,0,2,0,0,0,2,0,0,0,0,0,0
ubiquitous shrimp,0.695,4,0.333333333,0.778498944,0,2,0,2,0,0,0,0,0,0,0,0
cooks alphabet of quotations,0.3,4,0.333333333,0.887625365,3,1,0,0,0,0,0,0,0,0,0,0
Saison a year at the French CafÃƒÂ©,0.50993,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
joy of seafood,0.692,4,0.333333333,0.651338947,0,1,1,2,0,0,0,0,0,0,0,0
Cocina vegetariana recetas nutritivas con sabor e imaginaciÃ‚Â¢n,0.5636,4,0.333333333,0.651338947,0,2,0,1,1,0,0,0,0,0,0,0
Shoppers guide to natural foods a consumers guide to buying and preparing foods for good health,0.302,4,0.25,0.621581561,0,0,2,1,0,0,0,0,0,0,0,0
Mrs Manders cook book,0.59,4,0.333333333,0.651338947,0,1,0,2,1,0,0,0,0,0,0,0
leftover gourmet,0.2,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
new Romagnolis table,0.5945,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
Great American writers cookbook,0.5,4,0.333333333,0.651338947,0,0,1,2,0,1,0,0,0,0,0,0
Jeremiah Towers new American classics,0.5973,4,0.25,0.621581561,2,1,0,0,0,0,0,0,0,0,0,0
Dulces mexicanos Con un prÃ‚Â¢log estudio sobre los dulces mexicanos sus origenes histÃ‚Â¢ricos y caracterÃ‚Â¡sticas propias,0.86,4,0.25,0.866025404,0,0,0,0,3,0,0,0,0,0,0,0
American Diabetes Association the American Dietetic Association family cookbook,0.56314,4,0.166666667,0.389249472,1,0,0,0,1,0,0,0,0,0,0,0
New York times weekend cookbook,0,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
Taste the world with Seattles sister cities,0.59,4,0.333333333,0.887625365,0,3,1,0,0,0,0,0,0,0,0,0
cuisines of Asia nine great oriental cuisines by technique,0.595,4,0.333333333,0.887625365,0,3,1,0,0,0,0,0,0,0,0,0
London cookbook,0.59421,4,0.166666667,0.389249472,1,0,1,0,0,0,0,0,0,0,0,0
natural cuisine of Georges Blanc,0.5636,4,0.25,0.621581561,0,0,0,2,0,1,0,0,0,0,0,0
Lemons lemons lemons,0.64334,4,0.25,0.621581561,0,0,2,1,0,0,0,0,0,0,0,0
Wartime meals how to plan them how to buy them how to cook them,0.568,4,0.333333333,0.651338947,0,2,0,0,0,0,1,0,1,0,0,0
California brandy cuisine celebrating 200 years of California brandy,0.625,4,0.25,0.866025404,0,0,3,0,0,0,0,0,0,0,0,0
best of ice cream a cookbook,0.862,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
Vineyard a year in the life of Californias wine country,0.22097,4,0.333333333,0.651338947,1,2,0,1,0,0,0,0,0,0,0,0
finest wines of Champagne a guide to the best cuvÃ¢Â€Âšes houses and growers,0.2224,4,0.333333333,0.778498944,0,0,0,0,0,0,0,0,0,0,2,2
Cooking the Italian way,0.5945,4,0.333333333,0.651338947,2,1,0,1,0,0,0,0,0,0,0,0
Is salami and eggs better than sex memoirs of a happy eater,0.01302,4,0.333333333,0.492365964,0,0,1,1,1,1,0,0,0,0,0,0
complete tomato cookbook,0.65642,4,0.25,0.621581561,2,0,0,1,0,0,0,0,0,0,0,0
Whats to eat And other questions kids ask about food,0.3,4,0.25,0.621581561,0,1,2,0,0,0,0,0,0,0,0,0
Mrs Rorers new cook book a manual of housekeeping,0,4,0.333333333,0.887625365,0,0,0,0,0,3,0,0,0,1,0,0
passion for potatoes,0.6521,4,0.333333333,0.887625365,0,0,3,0,0,0,0,1,0,0,0,0
Microwaving with an international flair,0.5882,4,0.333333333,0.651338947,0,0,0,0,0,0,0,0,0,1,2,1
unofficial Downton Abbey cookbook from Lady Marys crab canapÃƒÂ©s to Mrs Patmores Christmas pudding more than 150 recipes from upstairs and downstairs,0.5,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
Family favorites made lighter,0.563,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Banquetting stuffe the fare and social background of the Tudor and Stuart banquet,0.86094,4,0.333333333,0.887625365,0,3,0,0,0,0,1,0,0,0,0,0
MÃ‚Â¢n an cÃ‚Â¢ Ã‚Â¡ch cho nguoi benh tim vÃ¢Â€Â¦ cao huyet Ã‚Â p,0.56311,4,0.333333333,0.887625365,0,0,0,0,0,0,0,0,0,3,1,0
Blanc vite fast fresh food from Raymond Blanc,0.5,4,0.333333333,0.492365964,1,0,0,0,1,1,0,1,0,0,0,0
Dr Mandells allergy free cookbook,0.5631,4,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
salmon cookbook,0.692,4,0.333333333,0.778498944,2,0,2,0,0,0,0,0,0,0,0,0
American cooking the Northwest,0,4,0.333333333,0.651338947,2,0,0,0,1,0,0,0,0,1,0,0
cozy book of herbal teas recipes remedies and folk wisdom,0.357,4,0.166666667,0.577350269,2,0,0,0,0,0,0,0,0,0,0,0
European cuisines Edible Italian history,0.59,4,0.333333333,0.651338947,1,1,2,0,0,0,0,0,0,0,0,0
Winter pleasures,0.657,4,0.333333333,0.887625365,0,1,3,0,0,0,0,0,0,0,0,0
Bake sales are my btch win the food allergy wars with 60 recipes to keep kids safe and parents sane,0.56318,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
pike in the basement tales of a hungry traveller,0,4,0.25,0.866025404,0,0,3,0,0,0,0,0,0,0,0,0
Food made great wine made easy,0.22,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
fat free junk food cookbook 100 recipes of guilt free decadence,0.5638,4,0.25,0.866025404,3,0,0,0,0,0,0,0,0,0,0,0
big carrot book,0.6513,4,0.333333333,0.492365964,0,0,0,1,0,1,1,1,0,0,0,0
Cook it right the comprehensive source for substitutions equivalents and cooking tips,0.5,4,0.25,0.621581561,2,0,1,0,0,0,0,0,0,0,0,0
Great chefs cook American dazzling dishes from a constellation of American superstar chefs,0.5973,4,0.333333333,0.651338947,0,0,2,1,0,0,0,1,0,0,0,0
Calamari cookbook exploring the worlds cuisines with squid,0.694,4,0.25,0.621581561,0,0,2,0,0,1,0,0,0,0,0,0
Substitute its fun,0.56,4,0.166666667,0.389249472,1,0,1,0,0,0,0,0,0,0,0,0
Lobel brothers meat cookbook,0.66,4,0.333333333,0.778498944,2,2,0,0,0,0,0,0,0,0,0,0
Bon appÃƒÂ©tit desserts the cookbook for all things sweet and wonderful,0.86,4,0.333333333,1.154700538,0,0,0,0,0,0,0,0,0,0,0,4
complete book of egg cookery,0.675,4,0.333333333,0.651338947,1,0,0,0,1,0,2,0,0,0,0,0
Cook healthy cook quick,0.555,4,0.333333333,1.154700538,4,0,0,0,0,0,0,0,0,0,0,0
Good housekeeping menus for a whole year of dinners with over 700 recipes and tips,0.54,4,0.333333333,0.492365964,1,1,1,0,0,1,0,0,0,0,0,0
CelebraciÃ‚Â¢n recipes and traditions celebrating Latino family life,0.598,4,0.333333333,0.887625365,0,3,1,0,0,0,0,0,0,0,0,0
Jewish manual or Practical information in Jewish modern cookery with a collection of valuable recipes hints relating to the toilette,0.5676,4,0.25,0.452267017,1,0,0,0,1,1,0,0,0,0,0,0
E W R T s favorite microwave recipes,0.58,4,0.25,0.452267017,0,1,0,0,0,0,1,0,1,0,0,0
Warm tasty the wood heat stove cookbook,0.58,4,0.333333333,0.651338947,0,1,2,1,0,0,0,0,0,0,0,0
Recipes from an Italian farmhouse,0.5945,4,0.333333333,0.651338947,0,0,2,0,1,0,1,0,0,0,0,0
tavola italiana,0.5945,4,0.25,0.452267017,1,0,0,0,0,0,1,0,1,0,0,0
Salud y sazÃ‚Â¢n 200 deliciosas recetas de la cocina de mamÃ‚Â  todas bajas en grasa sal y colesterol,0.5638,4,0.333333333,0.887625365,3,0,0,1,0,0,0,0,0,0,0,0
great American meat book,0.66,4,0.333333333,0.651338947,1,2,1,0,0,0,0,0,0,0,0,0
Balkan cooking,0.59,4,0.25,0.452267017,1,0,0,0,0,0,1,0,0,1,0,0
Red green chile book a cooks guide,0.65643,4,0.25,0.866025404,0,0,0,0,3,0,0,0,0,0,0,0
Chocolate chocolate a gift of the gods,0.6374,4,0.333333333,0.651338947,1,2,0,0,1,0,0,0,0,0,0,0
Diabetic cooking with international flair including food exchange values approved by the American Diabetes Association,0.56314,4,0.25,0.621581561,2,0,0,1,0,0,0,0,0,0,0,0
